transaction_id,account_id,txn_date,txn_type,amount,channel,created_at
TXN00040030,ACC001734,2026-08-02 15:33:47.952895,DEPOSIT,7030.04,BRANCH,2026-08-02 15:33:47.952895
TXN00040031,ACC001990,2026-07-28 10:27:35.219087,DEPOSIT,31308.34,ATM,2026-07-28 10:27:35.219087
TXN00040032,ACC001846,2026-08-05 04:41:15.946683,UPI_TRANSFER,11658.25,MOBILE_APP,2026-08-05 04:41:15.946683
TXN00040033,ACC001490,2026-07-24 02:46:11.727449,WITHDRAWAL,8367.02,MOBILE_APP,2026-07-24 02:46:11.727449
TXN00040034,ACC003394,2026-08-19 03:41:44.872698,WITHDRAWAL,21106.97,ATM,2026-08-19 03:41:44.872698
TXN00040035,ACC001575,2026-08-03 09:48:58.244778,DEPOSIT,18607.34,UPI,2026-08-03 09:48:58.244778
TXN00040036,ACC002032,2026-07-27 04:26:36.911052,WITHDRAWAL,55689.95,ATM,2026-07-27 04:26:36.911052
TXN00040037,ACC000683,2026-08-12 04:39:37.748354,DEPOSIT,18650.26,MOBILE_APP,2026-08-12 04:39:37.748354
TXN00040038,ACC001308,2026-08-19 10:05:36.617253,WITHDRAWAL,46560.72,ATM,2026-08-19 10:05:36.617253
TXN00040039,ACC001164,2026-08-15 11:40:12.044169,UPI_TRANSFER,16006.09,UPI,2026-08-15 11:40:12.044169
TXN00040040,ACC001456,2026-07-28 10:46:12.842462,WITHDRAWAL,3412.43,BRANCH,2026-07-28 10:46:12.842462
TXN00040041,ACC002244,2026-07-24 22:04:58.061638,WITHDRAWAL,28249.96,ATM,2026-07-24 22:04:58.061638
TXN00040042,ACC003452,2026-08-17 22:52:53.438690,DEPOSIT,74415.71,ONLINE,2026-08-17 22:52:53.438690
TXN00040043,ACC001355,2026-07-29 18:53:51.104874,UPI_TRANSFER,65045.81,UPI,2026-07-29 18:53:51.104874
TXN00040044,ACC002892,2026-08-09 07:18:33.126994,UPI_TRANSFER,44549.27,MOBILE_APP,2026-08-09 07:18:33.126994
TXN00040045,ACC003454,2026-08-17 04:42:35.279897,DEPOSIT,5575.37,UPI,2026-08-17 04:42:35.279897
TXN00040046,ACC001289,2026-07-22 16:28:50.571495,INTEREST_CREDIT,47748.87,MOBILE_APP,2026-07-22 16:28:50.571495
TXN00040047,ACC001704,2026-07-29 14:16:44.565290,DEPOSIT,53920.48,MOBILE_APP,2026-07-29 14:16:44.565290
TXN00040048,ACC000052,2026-07-27 05:24:35.631197,FEE_DEBIT,52136.79,MOBILE_APP,2026-07-27 05:24:35.631197
TXN00040049,ACC000527,2026-08-05 03:09:53.317290,UPI_TRANSFER,32878.04,BRANCH,2026-08-05 03:09:53.317290
TXN00040050,ACC002313,2026-08-04 13:32:07.525328,WITHDRAWAL,31749.14,BRANCH,2026-08-04 13:32:07.525328
TXN00040051,ACC000875,2026-08-07 11:44:57.685136,UPI_TRANSFER,2191.26,ATM,2026-08-07 11:44:57.685136
TXN00040052,ACC002049,2026-08-07 02:51:56.290861,DEPOSIT,27071.47,ONLINE,2026-08-07 02:51:56.290861
TXN00040053,ACC002393,2026-07-28 13:22:03.044102,WITHDRAWAL,66800.46,BRANCH,2026-07-28 13:22:03.044102
TXN00040054,ACC002709,2026-08-08 14:57:51.128419,INTEREST_CREDIT,52439.94,ONLINE,2026-08-08 14:57:51.128419
TXN00040055,ACC000799,2026-08-14 07:50:28.258688,INTEREST_CREDIT,25190.5,BRANCH,2026-08-14 07:50:28.258688
TXN00040056,ACC002320,2026-08-11 08:56:33.406722,UPI_TRANSFER,49316.69,UPI,2026-08-11 08:56:33.406722
TXN00040057,ACC000210,2026-07-27 12:53:14.628973,DEPOSIT,62846.3,MOBILE_APP,2026-07-27 12:53:14.628973
TXN00040058,ACC000952,2026-07-27 15:18:02.471729,FEE_DEBIT,48159.38,BRANCH,2026-07-27 15:18:02.471729
TXN00040059,ACC002881,2026-08-03 06:20:54.863536,INTEREST_CREDIT,20350.87,BRANCH,2026-08-03 06:20:54.863536
TXN00040060,ACC000229,2026-08-16 07:29:42.099243,DEPOSIT,44544.64,MOBILE_APP,2026-08-16 07:29:42.099243
TXN00040061,ACC000308,2026-07-28 12:41:42.061168,DEPOSIT,37042.31,UPI,2026-07-28 12:41:42.061168
TXN00040062,ACC002890,2026-08-18 15:58:22.217369,INTEREST_CREDIT,22914.22,ATM,2026-08-18 15:58:22.217369
TXN00040063,ACC000874,2026-08-02 07:25:06.396889,WITHDRAWAL,32652.91,ATM,2026-08-02 07:25:06.396889
TXN00040064,ACC002156,2026-08-16 08:56:33.179103,UPI_TRANSFER,64815.32,ONLINE,2026-08-16 08:56:33.179103
TXN00040065,ACC001944,2026-08-03 12:13:06.544566,UPI_TRANSFER,27695.79,ATM,2026-08-03 12:13:06.544566
TXN00040066,ACC000129,2026-08-19 04:48:45.791560,WITHDRAWAL,52383.74,ONLINE,2026-08-19 04:48:45.791560
TXN00040067,ACC001087,2026-07-30 22:26:04.386581,UPI_TRANSFER,74689.58,UPI,2026-07-30 22:26:04.386581
TXN00040068,ACC002612,2026-07-22 05:55:50.169859,INTEREST_CREDIT,44849.27,MOBILE_APP,2026-07-22 05:55:50.169859
TXN00040069,ACC001407,2026-08-16 09:52:24.804113,UPI_TRANSFER,33560.11,UPI,2026-08-16 09:52:24.804113
TXN00040070,ACC002314,2026-08-14 03:50:05.236610,WITHDRAWAL,73765.44,ATM,2026-08-14 03:50:05.236610
TXN00040071,ACC001392,2026-07-23 07:29:55.281374,DEPOSIT,68334.5,ATM,2026-07-23 07:29:55.281374
TXN00040072,ACC002363,2026-08-06 01:08:59.128410,UPI_TRANSFER,50995.21,UPI,2026-08-06 01:08:59.128410
TXN00040073,ACC003464,2026-07-28 11:42:32.053785,UPI_TRANSFER,37716.19,UPI,2026-07-28 11:42:32.053785
TXN00040074,ACC000860,2026-08-14 18:18:29.455445,INTEREST_CREDIT,29473.22,MOBILE_APP,2026-08-14 18:18:29.455445
TXN00040075,ACC000680,2026-08-08 19:57:26.422342,UPI_TRANSFER,60362.66,MOBILE_APP,2026-08-08 19:57:26.422342
TXN00040076,ACC002496,2026-08-07 10:05:13.500331,DEPOSIT,69788.65,MOBILE_APP,2026-08-07 10:05:13.500331
TXN00040077,ACC000492,2026-07-25 12:10:07.243089,WITHDRAWAL,57162.46,ATM,2026-07-25 12:10:07.243089
TXN00040078,ACC001385,2026-08-02 12:19:38.304552,WITHDRAWAL,11774.36,ONLINE,2026-08-02 12:19:38.304552
TXN00040079,ACC000426,2026-08-08 04:28:00.638652,DEPOSIT,56584.22,MOBILE_APP,2026-08-08 04:28:00.638652
TXN00040080,ACC001077,2026-08-08 14:51:27.119157,WITHDRAWAL,39294.0,ONLINE,2026-08-08 14:51:27.119157
TXN00040081,ACC001780,2026-08-13 04:42:54.409299,WITHDRAWAL,14134.6,ONLINE,2026-08-13 04:42:54.409299
TXN00040082,ACC001436,2026-08-13 17:54:02.215952,WITHDRAWAL,49911.33,ATM,2026-08-13 17:54:02.215952
TXN00040083,ACC000409,2026-08-17 04:40:51.856257,DEPOSIT,54413.29,ONLINE,2026-08-17 04:40:51.856257
TXN00040084,ACC002981,2026-07-28 21:37:02.699127,DEPOSIT,57563.04,UPI,2026-07-28 21:37:02.699127
TXN00040085,ACC001332,2026-08-01 11:36:24.779866,UPI_TRANSFER,26037.54,BRANCH,2026-08-01 11:36:24.779866
TXN00040086,ACC002868,2026-08-11 02:33:49.082315,DEPOSIT,64652.99,UPI,2026-08-11 02:33:49.082315
TXN00040087,ACC003234,2026-07-22 18:34:48.317451,DEPOSIT,61862.84,UPI,2026-07-22 18:34:48.317451
TXN00040088,ACC003361,2026-08-10 16:19:17.742028,WITHDRAWAL,17808.29,MOBILE_APP,2026-08-10 16:19:17.742028
TXN00040089,ACC002185,2026-08-11 14:45:34.189748,FEE_DEBIT,33701.43,ONLINE,2026-08-11 14:45:34.189748
TXN00040090,ACC001256,2026-07-31 00:32:09.760141,WITHDRAWAL,34585.12,MOBILE_APP,2026-07-31 00:32:09.760141
TXN00040091,ACC001354,2026-08-14 07:07:37.403529,WITHDRAWAL,68464.41,UPI,2026-08-14 07:07:37.403529
TXN00040092,ACC003431,2026-08-14 19:53:27.160798,DEPOSIT,68184.58,BRANCH,2026-08-14 19:53:27.160798
TXN00040093,ACC001697,2026-07-24 02:52:46.847458,DEPOSIT,10746.82,BRANCH,2026-07-24 02:52:46.847458
TXN00040094,ACC002769,2026-08-17 10:25:29.263826,UPI_TRANSFER,53872.88,ATM,2026-08-17 10:25:29.263826
TXN00040095,ACC000734,2026-08-15 18:58:17.748572,UPI_TRANSFER,48792.45,UPI,2026-08-15 18:58:17.748572
TXN00040096,ACC001082,2026-08-04 15:36:40.004015,FEE_DEBIT,43822.79,ATM,2026-08-04 15:36:40.004015
TXN00040097,ACC002853,2026-08-18 07:28:53.310594,DEPOSIT,72265.01,ONLINE,2026-08-18 07:28:53.310594
TXN00040098,ACC003353,2026-08-12 10:53:14.214443,WITHDRAWAL,46342.76,ONLINE,2026-08-12 10:53:14.214443
TXN00040099,ACC001108,2026-08-17 13:55:33.901973,WITHDRAWAL,51751.29,UPI,2026-08-17 13:55:33.901973
TXN00040100,ACC000835,2026-07-30 14:47:26.226284,DEPOSIT,62293.02,ATM,2026-07-30 14:47:26.226284
TXN00040101,ACC000966,2026-08-02 17:39:58.484185,INTEREST_CREDIT,64014.67,ONLINE,2026-08-02 17:39:58.484185
TXN00040102,ACC000180,2026-07-24 23:15:55.428566,FEE_DEBIT,25700.57,BRANCH,2026-07-24 23:15:55.428566
TXN00040103,ACC000898,2026-08-11 08:07:51.428987,DEPOSIT,65472.3,ATM,2026-08-11 08:07:51.428987
TXN00040104,ACC001610,2026-08-13 21:54:54.349814,DEPOSIT,4467.17,MOBILE_APP,2026-08-13 21:54:54.349814
TXN00040105,ACC002394,2026-08-06 07:05:46.155192,UPI_TRANSFER,38548.72,UPI,2026-08-06 07:05:46.155192
TXN00040106,ACC000828,2026-08-06 23:46:07.542344,WITHDRAWAL,61577.7,ONLINE,2026-08-06 23:46:07.542344
TXN00040107,ACC000282,2026-07-24 02:16:43.498763,UPI_TRANSFER,6003.12,BRANCH,2026-07-24 02:16:43.498763
TXN00040108,ACC000661,2026-08-18 11:38:58.693909,UPI_TRANSFER,46442.17,ATM,2026-08-18 11:38:58.693909
TXN00040109,ACC001021,2026-07-27 13:39:16.994815,UPI_TRANSFER,71142.51,ATM,2026-07-27 13:39:16.994815
TXN00040110,ACC000821,2026-08-18 14:27:47.961883,UPI_TRANSFER,36652.67,ONLINE,2026-08-18 14:27:47.961883
TXN00040111,ACC003206,2026-08-15 02:34:13.753224,DEPOSIT,57779.06,MOBILE_APP,2026-08-15 02:34:13.753224
TXN00040112,ACC001393,2026-07-31 18:15:05.066378,INTEREST_CREDIT,36672.21,ATM,2026-07-31 18:15:05.066378
TXN00040113,ACC000268,2026-08-08 09:01:03.277808,WITHDRAWAL,42415.51,UPI,2026-08-08 09:01:03.277808
TXN00040114,ACC000536,2026-08-01 05:11:41.161350,UPI_TRANSFER,30113.88,UPI,2026-08-01 05:11:41.161350
TXN00040115,ACC003007,2026-08-06 06:48:46.725624,UPI_TRANSFER,68057.75,BRANCH,2026-08-06 06:48:46.725624
TXN00040116,ACC001074,2026-08-10 09:24:33.771586,DEPOSIT,29532.66,BRANCH,2026-08-10 09:24:33.771586
TXN00040117,ACC000542,2026-07-27 20:59:35.048428,DEPOSIT,16826.92,ATM,2026-07-27 20:59:35.048428
TXN00040118,ACC001946,2026-07-28 02:21:16.158195,WITHDRAWAL,61144.37,BRANCH,2026-07-28 02:21:16.158195
TXN00040119,ACC001793,2026-07-24 17:16:48.862569,WITHDRAWAL,3621.18,BRANCH,2026-07-24 17:16:48.862569
TXN00040120,ACC002967,2026-08-08 03:27:31.216414,UPI_TRANSFER,8972.28,ATM,2026-08-08 03:27:31.216414
TXN00040121,ACC000060,2026-08-12 05:57:06.678846,WITHDRAWAL,8888.47,UPI,2026-08-12 05:57:06.678846
TXN00040122,ACC000439,2026-08-18 04:13:32.962695,DEPOSIT,7510.72,MOBILE_APP,2026-08-18 04:13:32.962695
TXN00040123,ACC002407,2026-08-01 22:34:38.463675,WITHDRAWAL,4582.5,MOBILE_APP,2026-08-01 22:34:38.463675
TXN00040124,ACC000879,2026-07-27 07:42:49.104702,DEPOSIT,9647.75,UPI,2026-07-27 07:42:49.104702
TXN00040125,ACC002084,2026-07-22 09:53:06.360343,DEPOSIT,10333.2,ATM,2026-07-22 09:53:06.360343
TXN00040126,ACC001152,2026-08-06 10:53:12.464862,WITHDRAWAL,25904.08,UPI,2026-08-06 10:53:12.464862
TXN00040127,ACC001730,2026-08-09 04:12:08.074407,UPI_TRANSFER,10575.51,BRANCH,2026-08-09 04:12:08.074407
TXN00040128,ACC000820,2026-08-05 15:09:44.738737,DEPOSIT,30123.8,BRANCH,2026-08-05 15:09:44.738737
TXN00040129,ACC001606,2026-08-16 13:19:51.094674,DEPOSIT,50842.63,ATM,2026-08-16 13:19:51.094674
TXN00040130,ACC002631,2026-07-31 15:36:10.181779,DEPOSIT,66338.46,ATM,2026-07-31 15:36:10.181779
TXN00040131,ACC001015,2026-08-08 17:27:42.099897,DEPOSIT,70630.13,UPI,2026-08-08 17:27:42.099897
TXN00040132,ACC000557,2026-08-08 08:13:27.838672,DEPOSIT,39461.26,UPI,2026-08-08 08:13:27.838672
TXN00040133,ACC002232,2026-08-08 12:25:07.976698,DEPOSIT,74521.84,BRANCH,2026-08-08 12:25:07.976698
TXN00040134,ACC000434,2026-07-29 19:15:53.358874,DEPOSIT,25083.16,UPI,2026-07-29 19:15:53.358874
TXN00040135,ACC001175,2026-08-19 07:39:58.582947,WITHDRAWAL,15639.06,BRANCH,2026-08-19 07:39:58.582947
TXN00040136,ACC000557,2026-08-01 18:34:17.022315,DEPOSIT,36523.34,BRANCH,2026-08-01 18:34:17.022315
TXN00040137,ACC002929,2026-08-17 16:48:09.090523,WITHDRAWAL,49465.02,ATM,2026-08-17 16:48:09.090523
TXN00040138,ACC000655,2026-07-22 11:40:00.398541,UPI_TRANSFER,24239.11,UPI,2026-07-22 11:40:00.398541
TXN00040139,ACC002632,2026-08-10 13:59:49.369262,UPI_TRANSFER,40742.18,ONLINE,2026-08-10 13:59:49.369262
TXN00040140,ACC003126,2026-08-01 02:32:38.674351,DEPOSIT,73470.1,UPI,2026-08-01 02:32:38.674351
TXN00040141,ACC000386,2026-08-16 20:28:56.625506,INTEREST_CREDIT,12683.83,BRANCH,2026-08-16 20:28:56.625506
TXN00040142,ACC003054,2026-07-30 17:08:49.993637,WITHDRAWAL,4324.31,ATM,2026-07-30 17:08:49.993637
TXN00040143,ACC001575,2026-07-29 04:41:48.989203,WITHDRAWAL,7991.54,MOBILE_APP,2026-07-29 04:41:48.989203
TXN00040144,ACC002617,2026-08-04 13:27:30.710630,DEPOSIT,44674.16,UPI,2026-08-04 13:27:30.710630
TXN00040145,ACC002259,2026-08-06 19:51:46.076247,DEPOSIT,6331.69,BRANCH,2026-08-06 19:51:46.076247
TXN00040146,ACC001278,2026-07-30 01:08:31.552364,WITHDRAWAL,64620.04,BRANCH,2026-07-30 01:08:31.552364
TXN00040147,ACC002777,2026-08-14 14:44:21.417028,DEPOSIT,37415.46,MOBILE_APP,2026-08-14 14:44:21.417028
TXN00040148,ACC002348,2026-07-25 09:37:04.382658,UPI_TRANSFER,794.76,ONLINE,2026-07-25 09:37:04.382658
TXN00040149,ACC000225,2026-07-26 19:27:39.802185,WITHDRAWAL,40299.73,ONLINE,2026-07-26 19:27:39.802185
TXN00040150,ACC001086,2026-08-18 16:13:36.122898,DEPOSIT,15246.57,MOBILE_APP,2026-08-18 16:13:36.122898
TXN00040151,ACC002056,2026-08-06 05:09:28.747963,UPI_TRANSFER,45887.29,ONLINE,2026-08-06 05:09:28.747963
TXN00040152,ACC000444,2026-08-19 04:44:55.071764,UPI_TRANSFER,47903.58,MOBILE_APP,2026-08-19 04:44:55.071764
TXN00040153,ACC003175,2026-07-30 03:06:36.976084,UPI_TRANSFER,68192.71,MOBILE_APP,2026-07-30 03:06:36.976084
TXN00040154,ACC003429,2026-08-13 17:52:50.538831,DEPOSIT,27200.04,ONLINE,2026-08-13 17:52:50.538831
TXN00040155,ACC002048,2026-07-21 14:31:22.793954,FEE_DEBIT,71868.34,UPI,2026-07-21 14:31:22.793954
TXN00040156,ACC001924,2026-07-28 23:15:10.332424,UPI_TRANSFER,61137.89,BRANCH,2026-07-28 23:15:10.332424
TXN00040157,ACC002978,2026-08-06 07:32:52.508894,WITHDRAWAL,48350.03,BRANCH,2026-08-06 07:32:52.508894
TXN00040158,ACC001774,2026-08-02 09:13:46.047012,DEPOSIT,17816.65,UPI,2026-08-02 09:13:46.047012
TXN00040159,ACC000207,2026-07-22 06:15:25.458774,UPI_TRANSFER,6994.18,MOBILE_APP,2026-07-22 06:15:25.458774
TXN00040160,ACC001542,2026-07-20 21:15:58.563496,FEE_DEBIT,16380.75,BRANCH,2026-07-20 21:15:58.563496
TXN00040161,ACC002213,2026-08-09 13:15:18.956318,WITHDRAWAL,8520.73,BRANCH,2026-08-09 13:15:18.956318
TXN00040162,ACC001417,2026-08-02 11:09:00.965669,DEPOSIT,20438.31,UPI,2026-08-02 11:09:00.965669
TXN00040163,ACC000769,2026-08-18 12:40:11.940660,WITHDRAWAL,73566.97,UPI,2026-08-18 12:40:11.940660
TXN00040164,ACC000507,2026-07-20 22:51:53.060342,DEPOSIT,35339.61,MOBILE_APP,2026-07-20 22:51:53.060342
TXN00040165,ACC001717,2026-07-22 11:16:17.946018,WITHDRAWAL,58512.44,BRANCH,2026-07-22 11:16:17.946018
TXN00040166,ACC001532,2026-07-26 15:04:40.809875,DEPOSIT,18866.13,UPI,2026-07-26 15:04:40.809875
TXN00040167,ACC000600,2026-07-23 19:29:59.628970,UPI_TRANSFER,36460.68,UPI,2026-07-23 19:29:59.628970
TXN00040168,ACC001900,2026-07-27 03:27:34.676844,DEPOSIT,66026.51,UPI,2026-07-27 03:27:34.676844
TXN00040169,ACC000523,2026-08-10 10:29:17.782501,DEPOSIT,56031.41,BRANCH,2026-08-10 10:29:17.782501
TXN00040170,ACC001531,2026-07-31 09:40:23.866262,WITHDRAWAL,14766.79,BRANCH,2026-07-31 09:40:23.866262
TXN00040171,ACC001591,2026-08-03 23:04:19.800235,WITHDRAWAL,47038.74,ATM,2026-08-03 23:04:19.800235
TXN00040172,ACC001181,2026-08-16 01:08:23.973345,DEPOSIT,44565.04,MOBILE_APP,2026-08-16 01:08:23.973345
TXN00040173,ACC000310,2026-07-31 21:04:37.019510,WITHDRAWAL,17966.99,UPI,2026-07-31 21:04:37.019510
TXN00040174,ACC000390,2026-08-03 18:17:52.959301,DEPOSIT,68029.21,MOBILE_APP,2026-08-03 18:17:52.959301
TXN00040175,ACC003120,2026-07-20 14:55:16.597790,UPI_TRANSFER,61192.09,UPI,2026-07-20 14:55:16.597790
TXN00040176,ACC001765,2026-07-21 09:32:22.851990,DEPOSIT,21435.13,ONLINE,2026-07-21 09:32:22.851990
TXN00040177,ACC003301,2026-07-27 12:17:41.952871,DEPOSIT,63694.89,MOBILE_APP,2026-07-27 12:17:41.952871
TXN00040178,ACC003103,2026-08-19 12:48:12.070207,WITHDRAWAL,4043.96,MOBILE_APP,2026-08-19 12:48:12.070207
TXN00040179,ACC000465,2026-08-08 14:50:58.011849,WITHDRAWAL,40800.85,ATM,2026-08-08 14:50:58.011849
TXN00040180,ACC000582,2026-08-06 11:58:02.393826,DEPOSIT,9798.84,UPI,2026-08-06 11:58:02.393826
TXN00040181,ACC002223,2026-08-19 03:49:05.373281,WITHDRAWAL,38480.53,UPI,2026-08-19 03:49:05.373281
TXN00040182,ACC000868,2026-08-04 16:54:06.223912,WITHDRAWAL,42750.86,BRANCH,2026-08-04 16:54:06.223912
TXN00040183,ACC003340,2026-08-14 10:52:12.938413,UPI_TRANSFER,65231.32,BRANCH,2026-08-14 10:52:12.938413
TXN00040184,ACC001878,2026-07-30 04:09:34.563832,UPI_TRANSFER,73223.36,UPI,2026-07-30 04:09:34.563832
TXN00040185,ACC001090,2026-07-28 05:32:00.602723,WITHDRAWAL,368.28,ATM,2026-07-28 05:32:00.602723
TXN00040186,ACC000361,2026-08-02 03:58:22.127426,DEPOSIT,61656.22,BRANCH,2026-08-02 03:58:22.127426
TXN00040187,ACC000983,2026-07-24 10:47:11.771415,INTEREST_CREDIT,55078.42,ONLINE,2026-07-24 10:47:11.771415
TXN00040188,ACC001485,2026-08-02 00:18:53.979788,INTEREST_CREDIT,1381.4,ATM,2026-08-02 00:18:53.979788
TXN00040189,ACC000917,2026-07-21 08:57:27.784383,UPI_TRANSFER,20484.7,UPI,2026-07-21 08:57:27.784383
TXN00040190,ACC001820,2026-07-20 22:33:12.074080,FEE_DEBIT,57757.73,ONLINE,2026-07-20 22:33:12.074080
TXN00040191,ACC000344,2026-07-29 15:43:04.512338,UPI_TRANSFER,49928.99,ATM,2026-07-29 15:43:04.512338
TXN00040192,ACC000668,2026-08-14 01:14:34.036568,INTEREST_CREDIT,74240.28,BRANCH,2026-08-14 01:14:34.036568
TXN00040193,ACC002213,2026-08-05 22:57:32.260051,DEPOSIT,71890.77,MOBILE_APP,2026-08-05 22:57:32.260051
TXN00040194,ACC000761,2026-08-19 05:48:18.418386,UPI_TRANSFER,50462.77,ATM,2026-08-19 05:48:18.418386
TXN00040195,ACC001978,2026-08-11 09:45:41.982763,UPI_TRANSFER,50755.85,ONLINE,2026-08-11 09:45:41.982763
TXN00040196,ACC001439,2026-08-16 18:35:03.800403,WITHDRAWAL,46047.43,MOBILE_APP,2026-08-16 18:35:03.800403
TXN00040197,ACC003010,2026-07-31 00:41:26.165164,UPI_TRANSFER,72828.85,ONLINE,2026-07-31 00:41:26.165164
TXN00040198,ACC001887,2026-08-05 17:55:32.441851,UPI_TRANSFER,44536.46,ONLINE,2026-08-05 17:55:32.441851
TXN00040199,ACC001971,2026-08-17 04:50:40.314558,UPI_TRANSFER,6293.92,ATM,2026-08-17 04:50:40.314558
TXN00040200,ACC000645,2026-08-16 16:49:31.577050,DEPOSIT,26424.3,ATM,2026-08-16 16:49:31.577050
TXN00040201,ACC003074,2026-08-08 11:15:44.357749,INTEREST_CREDIT,74445.47,MOBILE_APP,2026-08-08 11:15:44.357749
TXN00040202,ACC000337,2026-07-23 03:04:06.875488,DEPOSIT,30890.64,MOBILE_APP,2026-07-23 03:04:06.875488
TXN00040203,ACC001301,2026-07-25 04:21:46.028159,UPI_TRANSFER,41132.15,UPI,2026-07-25 04:21:46.028159
TXN00040204,ACC000167,2026-07-24 18:10:50.085321,UPI_TRANSFER,37699.87,UPI,2026-07-24 18:10:50.085321
TXN00040205,ACC002620,2026-08-14 12:17:09.244716,WITHDRAWAL,35509.32,BRANCH,2026-08-14 12:17:09.244716
TXN00040206,ACC003408,2026-08-03 01:01:17.290622,WITHDRAWAL,44842.58,MOBILE_APP,2026-08-03 01:01:17.290622
TXN00040207,ACC002418,2026-07-27 18:07:33.771490,UPI_TRANSFER,64667.85,ONLINE,2026-07-27 18:07:33.771490
TXN00040208,ACC003409,2026-08-01 07:52:25.761287,DEPOSIT,39135.15,BRANCH,2026-08-01 07:52:25.761287
TXN00040209,ACC001070,2026-07-24 14:05:38.423239,UPI_TRANSFER,10852.36,ONLINE,2026-07-24 14:05:38.423239
TXN00040210,ACC003239,2026-08-07 03:54:33.452943,UPI_TRANSFER,39951.97,ONLINE,2026-08-07 03:54:33.452943
TXN00040211,ACC000990,2026-08-03 09:19:39.961844,DEPOSIT,65053.95,BRANCH,2026-08-03 09:19:39.961844
TXN00040212,ACC002480,2026-08-13 22:56:17.147578,DEPOSIT,58266.3,BRANCH,2026-08-13 22:56:17.147578
