transaction_id,account_id,txn_date,txn_type,amount,channel,created_at
TXN00000024,ACC001860,2026-07-04 13:06:10.639036,INTEREST_CREDIT,23008.45,MOBILE_APP,2026-07-04 13:06:10.639036
TXN00000025,ACC002333,2026-06-25 18:03:05.278949,WITHDRAWAL,47259.87,BRANCH,2026-06-25 18:03:05.278949
TXN00000026,ACC002433,2026-06-18 00:27:13.933352,UPI_TRANSFER,45884.79,BRANCH,2026-06-18 00:27:13.933352
TXN00000027,ACC002004,2026-05-26 15:27:52.793769,WITHDRAWAL,58252.35,BRANCH,2026-05-26 15:27:52.793769
TXN00000028,ACC001817,2026-06-02 11:33:24.351676,WITHDRAWAL,4921.46,ATM,2026-06-02 11:33:24.351676
TXN00000029,ACC002686,2026-06-29 16:36:59.428415,WITHDRAWAL,70079.49,UPI,2026-06-29 16:36:59.428415
TXN00000030,ACC002990,2026-05-30 15:36:31.353268,DEPOSIT,35963.75,ATM,2026-05-30 15:36:31.353268
TXN00000031,ACC003050,2026-07-19 03:19:30.287302,DEPOSIT,939.27,ATM,2026-07-19 03:19:30.287302
TXN00000032,ACC001325,2026-07-19 09:10:22.213382,DEPOSIT,12956.65,ATM,2026-07-19 09:10:22.213382
TXN00000033,ACC003175,2026-06-14 23:48:06.224311,UPI_TRANSFER,20350.93,MOBILE_APP,2026-06-14 23:48:06.224311
TXN00000034,ACC003416,2026-07-18 08:08:31.502239,UPI_TRANSFER,17292.11,UPI,2026-07-18 08:08:31.502239
TXN00000035,ACC002910,2026-06-23 04:10:12.379947,UPI_TRANSFER,13943.58,ONLINE,2026-06-23 04:10:12.379947
TXN00000036,ACC001341,2026-06-25 05:17:01.363054,UPI_TRANSFER,7151.43,ONLINE,2026-06-25 05:17:01.363054
TXN00000037,ACC001255,2026-06-04 17:47:45.886845,DEPOSIT,22310.16,MOBILE_APP,2026-06-04 17:47:45.886845
TXN00000038,ACC001171,2026-07-06 21:37:53.914520,DEPOSIT,73895.21,BRANCH,2026-07-06 21:37:53.914520
TXN00000039,ACC000686,2026-06-20 04:48:22.078880,INTEREST_CREDIT,18424.34,ONLINE,2026-06-20 04:48:22.078880
TXN00000040,ACC000032,2026-06-04 12:33:58.506600,INTEREST_CREDIT,23143.01,UPI,2026-06-04 12:33:58.506600
TXN00000041,ACC001524,2026-07-19 01:29:12.904279,FEE_DEBIT,70354.7,MOBILE_APP,2026-07-19 01:29:12.904279
TXN00000042,ACC001848,2026-06-24 13:02:38.646174,INTEREST_CREDIT,73492.62,UPI,2026-06-24 13:02:38.646174
TXN00000043,ACC001186,2026-06-07 19:15:43.654937,DEPOSIT,60222.72,ONLINE,2026-06-07 19:15:43.654937
TXN00000044,ACC000456,2026-06-27 13:29:05.968907,DEPOSIT,26431.32,MOBILE_APP,2026-06-27 13:29:05.968907
TXN00000045,ACC002336,2026-06-30 00:26:17.691116,WITHDRAWAL,4965.03,BRANCH,2026-06-30 00:26:17.691116
TXN00000046,ACC001393,2026-07-13 04:54:24.170050,DEPOSIT,47757.93,ONLINE,2026-07-13 04:54:24.170050
TXN00000047,ACC001414,2026-05-21 16:26:13.059998,UPI_TRANSFER,51359.85,MOBILE_APP,2026-05-21 16:26:13.059998
TXN00000048,ACC000779,2026-07-16 16:44:14.613986,WITHDRAWAL,5799.39,BRANCH,2026-07-16 16:44:14.613986
TXN00000049,ACC000121,2026-07-06 14:55:20.080597,WITHDRAWAL,23941.12,ONLINE,2026-07-06 14:55:20.080597
TXN00000050,ACC000789,2026-06-17 18:56:20.223900,FEE_DEBIT,44563.06,ATM,2026-06-17 18:56:20.223900
TXN00000051,ACC001049,2026-06-18 09:21:22.636421,WITHDRAWAL,53363.26,UPI,2026-06-18 09:21:22.636421
TXN00000052,ACC002595,2026-07-09 14:18:56.774955,DEPOSIT,12674.28,ONLINE,2026-07-09 14:18:56.774955
TXN00000053,ACC001015,2026-06-03 01:22:48.847751,DEPOSIT,28840.88,MOBILE_APP,2026-06-03 01:22:48.847751
TXN00000054,ACC001084,2026-07-08 02:05:44.637334,DEPOSIT,5000.33,MOBILE_APP,2026-07-08 02:05:44.637334
TXN00000055,ACC003376,2026-07-03 20:10:56.054389,UPI_TRANSFER,45701.35,MOBILE_APP,2026-07-03 20:10:56.054389
TXN00000056,ACC003421,2026-07-17 23:57:39.804873,DEPOSIT,59569.96,ATM,2026-07-17 23:57:39.804873
TXN00000057,ACC001213,2026-07-02 12:18:57.217683,INTEREST_CREDIT,64413.77,ONLINE,2026-07-02 12:18:57.217683
TXN00000058,ACC000011,2026-06-18 00:17:45.410567,WITHDRAWAL,50533.73,ATM,2026-06-18 00:17:45.410567
TXN00000059,ACC001168,2026-07-03 05:28:47.239313,WITHDRAWAL,15197.72,MOBILE_APP,2026-07-03 05:28:47.239313
TXN00000060,ACC002334,2026-06-10 11:35:55.346029,WITHDRAWAL,71425.17,UPI,2026-06-10 11:35:55.346029
TXN00000061,ACC001614,2026-07-08 06:36:13.978228,DEPOSIT,71784.26,MOBILE_APP,2026-07-08 06:36:13.978228
TXN00000062,ACC001659,2026-06-03 02:00:08.191622,WITHDRAWAL,45960.82,MOBILE_APP,2026-06-03 02:00:08.191622
TXN00000063,ACC001888,2026-07-10 06:16:17.432598,UPI_TRANSFER,27211.65,ONLINE,2026-07-10 06:16:17.432598
TXN00000064,ACC001080,2026-06-06 07:03:49.510427,FEE_DEBIT,13326.97,ATM,2026-06-06 07:03:49.510427
TXN00000065,ACC002400,2026-06-05 08:58:00.707602,DEPOSIT,1659.68,ONLINE,2026-06-05 08:58:00.707602
TXN00000066,ACC000890,2026-05-29 17:53:29.809896,DEPOSIT,62481.5,MOBILE_APP,2026-05-29 17:53:29.809896
TXN00000067,ACC001508,2026-06-14 08:42:40.069281,DEPOSIT,56957.96,MOBILE_APP,2026-06-14 08:42:40.069281
TXN00000068,ACC002736,2026-06-29 13:12:36.086941,UPI_TRANSFER,39277.33,ONLINE,2026-06-29 13:12:36.086941
TXN00000069,ACC002632,2026-05-28 09:13:56.397465,DEPOSIT,73914.21,UPI,2026-05-28 09:13:56.397465
TXN00000070,ACC002727,2026-07-13 00:55:22.257960,UPI_TRANSFER,18730.53,MOBILE_APP,2026-07-13 00:55:22.257960
TXN00000071,ACC001831,2026-05-26 07:37:56.108777,DEPOSIT,15793.74,MOBILE_APP,2026-05-26 07:37:56.108777
TXN00000072,ACC000425,2026-05-26 08:11:13.087727,UPI_TRANSFER,35327.28,ONLINE,2026-05-26 08:11:13.087727
TXN00000073,ACC001992,2026-05-31 07:19:37.224972,DEPOSIT,41253.65,ATM,2026-05-31 07:19:37.224972
TXN00000074,ACC000020,2026-05-23 04:01:31.520963,DEPOSIT,44434.65,MOBILE_APP,2026-05-23 04:01:31.520963
TXN00000075,ACC001478,2026-05-24 09:40:53.574409,DEPOSIT,41330.86,UPI,2026-05-24 09:40:53.574409
TXN00000076,ACC000925,2026-07-03 12:19:00.643554,UPI_TRANSFER,73948.04,MOBILE_APP,2026-07-03 12:19:00.643554
TXN00000077,ACC002787,2026-07-04 10:39:14.471967,WITHDRAWAL,28359.12,UPI,2026-07-04 10:39:14.471967
TXN00000078,ACC001955,2026-05-26 10:34:58.795655,WITHDRAWAL,45885.66,BRANCH,2026-05-26 10:34:58.795655
TXN00000079,ACC001776,2026-06-16 19:21:48.509936,FEE_DEBIT,34372.45,BRANCH,2026-06-16 19:21:48.509936
TXN00000080,ACC001881,2026-06-15 03:48:35.003799,WITHDRAWAL,6466.76,UPI,2026-06-15 03:48:35.003799
TXN00000081,ACC000363,2026-07-14 12:38:42.635487,DEPOSIT,72256.71,ATM,2026-07-14 12:38:42.635487
TXN00000082,ACC003444,2026-07-15 07:11:19.884716,WITHDRAWAL,59729.22,UPI,2026-07-15 07:11:19.884716
TXN00000083,ACC000453,2026-06-13 17:09:16.972990,DEPOSIT,36084.54,ONLINE,2026-06-13 17:09:16.972990
TXN00000084,ACC001818,2026-05-21 15:02:37.976739,WITHDRAWAL,24501.85,BRANCH,2026-05-21 15:02:37.976739
TXN00000085,ACC002352,2026-05-29 10:42:48.713268,FEE_DEBIT,31736.07,BRANCH,2026-05-29 10:42:48.713268
TXN00000086,ACC001673,2026-06-10 07:18:27.153783,WITHDRAWAL,22010.58,ATM,2026-06-10 07:18:27.153783
TXN00000087,ACC000891,2026-05-22 08:37:41.235833,DEPOSIT,15640.79,ONLINE,2026-05-22 08:37:41.235833
TXN00000088,ACC002640,2026-07-17 22:50:51.883766,UPI_TRANSFER,73755.37,ONLINE,2026-07-17 22:50:51.883766
TXN00000089,ACC000081,2026-07-06 17:43:21.511748,UPI_TRANSFER,74415.28,BRANCH,2026-07-06 17:43:21.511748
TXN00000090,ACC002789,2026-06-02 02:56:31.112872,DEPOSIT,30731.16,MOBILE_APP,2026-06-02 02:56:31.112872
TXN00000091,ACC003412,2026-07-03 20:31:12.086902,UPI_TRANSFER,36386.99,ATM,2026-07-03 20:31:12.086902
TXN00000092,ACC003073,2026-07-07 17:33:05.428761,FEE_DEBIT,19895.58,MOBILE_APP,2026-07-07 17:33:05.428761
TXN00000093,ACC001888,2026-05-27 16:42:40.793584,DEPOSIT,62374.76,MOBILE_APP,2026-05-27 16:42:40.793584
TXN00000094,ACC002540,2026-07-02 04:59:07.428835,DEPOSIT,24901.87,UPI,2026-07-02 04:59:07.428835
TXN00000095,ACC000547,2026-05-29 10:23:23.733429,DEPOSIT,2593.61,ATM,2026-05-29 10:23:23.733429
TXN00000096,ACC001437,2026-06-11 01:59:59.167490,DEPOSIT,64679.11,ATM,2026-06-11 01:59:59.167490
TXN00000097,ACC002335,2026-06-01 05:27:33.893131,DEPOSIT,52958.83,UPI,2026-06-01 05:27:33.893131
TXN00000098,ACC001857,2026-07-12 19:12:43.384451,FEE_DEBIT,56692.18,ONLINE,2026-07-12 19:12:43.384451
TXN00000099,ACC002230,2026-07-14 16:16:03.305529,UPI_TRANSFER,5443.73,ATM,2026-07-14 16:16:03.305529
TXN00000100,ACC002242,2026-05-29 04:54:33.280342,WITHDRAWAL,43015.47,UPI,2026-05-29 04:54:33.280342
TXN00000101,ACC002419,2026-06-25 04:09:34.226868,UPI_TRANSFER,50370.87,MOBILE_APP,2026-06-25 04:09:34.226868
TXN00000102,ACC001523,2026-06-20 01:30:21.168175,DEPOSIT,54034.77,BRANCH,2026-06-20 01:30:21.168175
TXN00000103,ACC000094,2026-07-06 18:42:34.000729,UPI_TRANSFER,63776.53,MOBILE_APP,2026-07-06 18:42:34.000729
TXN00000104,ACC002500,2026-06-10 08:06:30.672709,WITHDRAWAL,25076.42,MOBILE_APP,2026-06-10 08:06:30.672709
TXN00000105,ACC002801,2026-05-29 09:31:07.376148,DEPOSIT,56955.99,MOBILE_APP,2026-05-29 09:31:07.376148
TXN00000106,ACC001605,2026-06-28 23:28:14.372656,DEPOSIT,65130.19,UPI,2026-06-28 23:28:14.372656
TXN00000107,ACC001999,2026-06-05 01:39:13.407010,WITHDRAWAL,28265.98,ATM,2026-06-05 01:39:13.407010
TXN00000108,ACC001686,2026-06-21 21:13:35.292166,DEPOSIT,11086.41,ATM,2026-06-21 21:13:35.292166
TXN00000109,ACC003229,2026-06-22 13:28:29.536988,WITHDRAWAL,19104.33,ATM,2026-06-22 13:28:29.536988
TXN00000110,ACC002716,2026-06-10 10:42:16.102261,WITHDRAWAL,30282.18,UPI,2026-06-10 10:42:16.102261
TXN00000111,ACC003228,2026-06-30 09:19:45.796507,FEE_DEBIT,18420.93,BRANCH,2026-06-30 09:19:45.796507
TXN00000112,ACC002912,2026-07-06 16:44:57.787372,UPI_TRANSFER,14793.6,UPI,2026-07-06 16:44:57.787372
TXN00000113,ACC000391,2026-06-28 20:26:39.852834,WITHDRAWAL,63181.69,UPI,2026-06-28 20:26:39.852834
TXN00000114,ACC000957,2026-06-19 04:42:42.525665,UPI_TRANSFER,66454.57,ONLINE,2026-06-19 04:42:42.525665
TXN00000115,ACC002005,2026-07-08 13:44:28.942410,WITHDRAWAL,32157.77,ATM,2026-07-08 13:44:28.942410
TXN00000116,ACC001689,2026-06-18 17:51:44.117690,DEPOSIT,29491.76,MOBILE_APP,2026-06-18 17:51:44.117690
TXN00000117,ACC001362,2026-06-13 09:52:33.228656,INTEREST_CREDIT,38257.07,MOBILE_APP,2026-06-13 09:52:33.228656
TXN00000118,ACC002618,2026-06-02 09:26:35.446128,WITHDRAWAL,37242.76,ONLINE,2026-06-02 09:26:35.446128
TXN00000119,ACC002650,2026-05-24 18:26:11.418494,DEPOSIT,21585.39,ATM,2026-05-24 18:26:11.418494
TXN00000120,ACC001233,2026-07-15 21:59:20.613702,UPI_TRANSFER,53493.37,ONLINE,2026-07-15 21:59:20.613702
TXN00000121,ACC000831,2026-07-09 19:05:34.855755,WITHDRAWAL,34531.22,BRANCH,2026-07-09 19:05:34.855755
TXN00000122,ACC003254,2026-06-11 10:45:23.705347,UPI_TRANSFER,35767.25,MOBILE_APP,2026-06-11 10:45:23.705347
TXN00000123,ACC002065,2026-06-21 04:53:22.294919,DEPOSIT,19958.87,ATM,2026-06-21 04:53:22.294919
TXN00000124,ACC000097,2026-06-21 10:01:25.519509,UPI_TRANSFER,36053.38,BRANCH,2026-06-21 10:01:25.519509
TXN00000125,ACC001340,2026-07-16 15:01:34.916525,WITHDRAWAL,26369.85,BRANCH,2026-07-16 15:01:34.916525
TXN00000126,ACC001379,2026-05-21 15:36:11.227568,UPI_TRANSFER,57513.15,ATM,2026-05-21 15:36:11.227568
TXN00000127,ACC000264,2026-05-24 18:58:28.776501,WITHDRAWAL,4458.34,BRANCH,2026-05-24 18:58:28.776501
TXN00000128,ACC002468,2026-05-22 16:39:03.769024,UPI_TRANSFER,55411.76,ONLINE,2026-05-22 16:39:03.769024
TXN00000129,ACC001732,2026-06-29 18:31:32.630715,WITHDRAWAL,38017.42,ONLINE,2026-06-29 18:31:32.630715
TXN00000130,ACC003120,2026-07-15 15:18:42.386477,DEPOSIT,18388.05,ONLINE,2026-07-15 15:18:42.386477
TXN00000131,ACC002826,2026-06-02 12:01:14.079465,INTEREST_CREDIT,27472.73,ONLINE,2026-06-02 12:01:14.079465
TXN00000132,ACC000785,2026-07-17 18:22:13.804229,UPI_TRANSFER,64882.45,UPI,2026-07-17 18:22:13.804229
TXN00000133,ACC001865,2026-07-02 11:11:34.108170,UPI_TRANSFER,47384.21,BRANCH,2026-07-02 11:11:34.108170
TXN00000134,ACC000165,2026-07-11 17:48:21.304764,DEPOSIT,2264.85,MOBILE_APP,2026-07-11 17:48:21.304764
TXN00000135,ACC003184,2026-05-27 03:36:19.373739,DEPOSIT,4588.76,ATM,2026-05-27 03:36:19.373739
TXN00000136,ACC001338,2026-06-10 13:52:43.804462,WITHDRAWAL,56534.48,UPI,2026-06-10 13:52:43.804462
TXN00000137,ACC000344,2026-06-17 12:18:59.985591,DEPOSIT,51738.67,MOBILE_APP,2026-06-17 12:18:59.985591
TXN00000138,ACC002179,2026-06-11 17:52:22.392581,WITHDRAWAL,55196.31,BRANCH,2026-06-11 17:52:22.392581
TXN00000139,ACC000383,2026-07-01 17:05:45.761943,WITHDRAWAL,51245.26,ATM,2026-07-01 17:05:45.761943
TXN00000140,ACC003235,2026-07-04 04:31:56.980253,UPI_TRANSFER,59087.9,UPI,2026-07-04 04:31:56.980253
TXN00000141,ACC000339,2026-07-03 12:19:32.363808,DEPOSIT,23050.31,UPI,2026-07-03 12:19:32.363808
TXN00000142,ACC001844,2026-06-03 02:09:59.000108,UPI_TRANSFER,38353.43,UPI,2026-06-03 02:09:59.000108
TXN00000143,ACC002217,2026-06-02 10:38:34.677023,WITHDRAWAL,104.49,MOBILE_APP,2026-06-02 10:38:34.677023
TXN00000144,ACC001788,2026-06-19 01:29:58.141539,WITHDRAWAL,48852.3,UPI,2026-06-19 01:29:58.141539
TXN00000145,ACC002371,2026-07-03 00:12:36.581758,UPI_TRANSFER,53141.92,ONLINE,2026-07-03 00:12:36.581758
TXN00000146,ACC003073,2026-06-24 18:40:37.053786,DEPOSIT,30368.29,MOBILE_APP,2026-06-24 18:40:37.053786
TXN00000147,ACC002533,2026-06-15 06:36:52.489066,WITHDRAWAL,39553.88,ONLINE,2026-06-15 06:36:52.489066
TXN00000148,ACC003103,2026-05-24 07:49:53.060192,DEPOSIT,17527.02,ATM,2026-05-24 07:49:53.060192
TXN00000149,ACC000016,2026-05-29 15:32:38.105225,FEE_DEBIT,43111.44,UPI,2026-05-29 15:32:38.105225
TXN00000150,ACC001235,2026-06-21 06:30:12.675992,UPI_TRANSFER,23734.38,ATM,2026-06-21 06:30:12.675992
TXN00000151,ACC002693,2026-07-01 00:54:27.765137,WITHDRAWAL,13187.67,ONLINE,2026-07-01 00:54:27.765137
TXN00000152,ACC000244,2026-06-14 09:15:09.645728,WITHDRAWAL,16299.48,UPI,2026-06-14 09:15:09.645728
TXN00000153,ACC001637,2026-07-01 14:04:58.477157,DEPOSIT,36393.06,UPI,2026-07-01 14:04:58.477157
TXN00000154,ACC001056,2026-07-15 16:00:54.724673,DEPOSIT,44349.48,BRANCH,2026-07-15 16:00:54.724673
TXN00000155,ACC001098,2026-05-27 08:27:21.539767,WITHDRAWAL,55574.65,ONLINE,2026-05-27 08:27:21.539767
TXN00000156,ACC001979,2026-05-29 10:25:35.406108,DEPOSIT,22753.17,ATM,2026-05-29 10:25:35.406108
TXN00000157,ACC000012,2026-07-19 07:25:26.672147,DEPOSIT,45467.5,ONLINE,2026-07-19 07:25:26.672147
TXN00000158,ACC000456,2026-05-23 11:07:45.567633,DEPOSIT,67299.64,ATM,2026-05-23 11:07:45.567633
TXN00000159,ACC003119,2026-06-29 05:50:02.433806,DEPOSIT,37890.67,ATM,2026-06-29 05:50:02.433806
TXN00000160,ACC001550,2026-07-01 15:36:07.651761,UPI_TRANSFER,40341.56,UPI,2026-07-01 15:36:07.651761
TXN00000161,ACC001797,2026-06-06 20:14:58.414701,DEPOSIT,65043.1,UPI,2026-06-06 20:14:58.414701
TXN00000162,ACC002082,2026-07-03 11:59:34.443912,DEPOSIT,15363.64,ATM,2026-07-03 11:59:34.443912
TXN00000163,ACC001596,2026-05-30 02:32:12.563393,DEPOSIT,50606.27,BRANCH,2026-05-30 02:32:12.563393
TXN00000164,ACC000617,2026-06-25 15:29:48.037725,WITHDRAWAL,28104.21,UPI,2026-06-25 15:29:48.037725
TXN00000165,ACC003335,2026-07-06 00:20:13.029225,DEPOSIT,61122.14,ONLINE,2026-07-06 00:20:13.029225
TXN00000166,ACC000916,2026-06-28 07:51:53.878823,UPI_TRANSFER,70181.31,ONLINE,2026-06-28 07:51:53.878823
TXN00000167,ACC002754,2026-06-18 03:12:27.028820,DEPOSIT,9007.66,MOBILE_APP,2026-06-18 03:12:27.028820
TXN00000168,ACC002606,2026-07-15 19:38:25.533459,DEPOSIT,65774.14,MOBILE_APP,2026-07-15 19:38:25.533459
TXN00000169,ACC000258,2026-06-06 06:06:33.149298,UPI_TRANSFER,39236.33,BRANCH,2026-06-06 06:06:33.149298
TXN00000170,ACC000742,2026-06-06 06:06:20.671479,UPI_TRANSFER,41594.64,ONLINE,2026-06-06 06:06:20.671479
TXN00000171,ACC003482,2026-07-02 16:53:34.267965,WITHDRAWAL,66543.71,UPI,2026-07-02 16:53:34.267965
TXN00000172,ACC002004,2026-06-09 06:03:34.602242,DEPOSIT,46600.44,ATM,2026-06-09 06:03:34.602242
TXN00000173,ACC002331,2026-07-13 20:41:44.208569,DEPOSIT,64050.71,MOBILE_APP,2026-07-13 20:41:44.208569
TXN00000174,ACC000959,2026-06-14 22:02:01.359875,DEPOSIT,57189.13,MOBILE_APP,2026-06-14 22:02:01.359875
TXN00000175,ACC000405,2026-05-26 13:21:25.526823,WITHDRAWAL,53764.11,BRANCH,2026-05-26 13:21:25.526823
TXN00000176,ACC000855,2026-05-30 11:21:45.781784,UPI_TRANSFER,4970.8,UPI,2026-05-30 11:21:45.781784
TXN00000177,ACC000826,2026-07-09 22:21:18.954737,DEPOSIT,52797.95,ATM,2026-07-09 22:21:18.954737
TXN00000178,ACC001356,2026-07-09 07:01:07.015259,UPI_TRANSFER,7799.45,ONLINE,2026-07-09 07:01:07.015259
TXN00000179,ACC002484,2026-06-17 08:16:15.465230,WITHDRAWAL,63104.69,BRANCH,2026-06-17 08:16:15.465230
TXN00000180,ACC002539,2026-07-05 22:34:54.795375,FEE_DEBIT,7710.2,ONLINE,2026-07-05 22:34:54.795375
TXN00000181,ACC000675,2026-05-30 11:12:26.994367,WITHDRAWAL,14570.08,BRANCH,2026-05-30 11:12:26.994367
TXN00000182,ACC001281,2026-05-28 13:19:14.862259,FEE_DEBIT,6700.27,ONLINE,2026-05-28 13:19:14.862259
TXN00000183,ACC002770,2026-06-30 03:39:38.664151,WITHDRAWAL,14763.71,BRANCH,2026-06-30 03:39:38.664151
TXN00000184,ACC001396,2026-07-01 00:34:47.955189,DEPOSIT,14316.72,ONLINE,2026-07-01 00:34:47.955189
TXN00000185,ACC001285,2026-06-10 23:43:46.545076,DEPOSIT,33127.24,BRANCH,2026-06-10 23:43:46.545076
TXN00000186,ACC002901,2026-06-21 08:42:29.217431,FEE_DEBIT,67038.38,UPI,2026-06-21 08:42:29.217431
TXN00000187,ACC001564,2026-05-23 00:55:10.260230,WITHDRAWAL,22800.63,ONLINE,2026-05-23 00:55:10.260230
TXN00000188,ACC001986,2026-06-20 00:33:16.744833,WITHDRAWAL,62971.82,ONLINE,2026-06-20 00:33:16.744833
TXN00000189,ACC001417,2026-05-27 05:34:23.647465,UPI_TRANSFER,22837.83,ATM,2026-05-27 05:34:23.647465
TXN00000190,ACC002585,2026-05-29 01:55:07.933310,WITHDRAWAL,10687.79,MOBILE_APP,2026-05-29 01:55:07.933310
TXN00000191,ACC001155,2026-07-03 23:24:01.089264,DEPOSIT,4225.22,ONLINE,2026-07-03 23:24:01.089264
TXN00000192,ACC002956,2026-07-12 00:12:06.906182,DEPOSIT,46397.46,BRANCH,2026-07-12 00:12:06.906182
TXN00000193,ACC000100,2026-05-21 14:29:56.284560,WITHDRAWAL,7937.65,UPI,2026-05-21 14:29:56.284560
TXN00000194,ACC002767,2026-06-29 18:44:25.942398,WITHDRAWAL,46227.88,MOBILE_APP,2026-06-29 18:44:25.942398
TXN00000195,ACC002748,2026-07-06 08:36:48.536889,DEPOSIT,49845.12,ATM,2026-07-06 08:36:48.536889
TXN00000196,ACC003451,2026-07-14 11:47:13.638932,FEE_DEBIT,30396.89,MOBILE_APP,2026-07-14 11:47:13.638932
TXN00000197,ACC000553,2026-06-28 15:25:31.908441,DEPOSIT,6370.53,UPI,2026-06-28 15:25:31.908441
TXN00000198,ACC001544,2026-07-15 09:47:07.466697,UPI_TRANSFER,30217.92,UPI,2026-07-15 09:47:07.466697
TXN00000199,ACC002671,2026-05-27 18:28:33.378538,WITHDRAWAL,28671.24,MOBILE_APP,2026-05-27 18:28:33.378538
TXN00000200,ACC000844,2026-07-05 14:00:27.237419,WITHDRAWAL,37293.04,BRANCH,2026-07-05 14:00:27.237419
TXN00000201,ACC003222,2026-05-26 11:58:02.886843,DEPOSIT,25960.17,ATM,2026-05-26 11:58:02.886843
TXN00000202,ACC000608,2026-07-07 04:42:59.736397,INTEREST_CREDIT,47597.45,ONLINE,2026-07-07 04:42:59.736397
TXN00000203,ACC002140,2026-06-03 07:28:03.462206,DEPOSIT,10036.92,UPI,2026-06-03 07:28:03.462206
TXN00000204,ACC000220,2026-06-17 19:39:55.979531,FEE_DEBIT,11926.76,UPI,2026-06-17 19:39:55.979531
TXN00000205,ACC001156,2026-07-14 00:24:17.339113,WITHDRAWAL,46214.78,ONLINE,2026-07-14 00:24:17.339113
TXN00000206,ACC003471,2026-06-25 21:10:54.827592,DEPOSIT,34784.74,BRANCH,2026-06-25 21:10:54.827592
TXN00000207,ACC000631,2026-06-20 05:11:58.896062,WITHDRAWAL,6719.09,BRANCH,2026-06-20 05:11:58.896062
TXN00000208,ACC001441,2026-07-10 01:29:19.112554,INTEREST_CREDIT,38427.8,BRANCH,2026-07-10 01:29:19.112554
TXN00000209,ACC003048,2026-06-06 05:04:55.315864,UPI_TRANSFER,68523.21,UPI,2026-06-06 05:04:55.315864
TXN00000210,ACC000070,2026-07-09 18:43:40.316558,UPI_TRANSFER,3389.44,ATM,2026-07-09 18:43:40.316558
TXN00000211,ACC003414,2026-05-24 08:45:11.933948,UPI_TRANSFER,13726.47,ONLINE,2026-05-24 08:45:11.933948
TXN00000212,ACC001302,2026-05-31 05:54:50.483705,UPI_TRANSFER,19835.4,UPI,2026-05-31 05:54:50.483705
